0,645531
1,185737
1,804412
4,292694
5,219751
6,717784
7,241527
8,802300
9,271124
11,075786
11,283340
12,654184
13,301387
15,375683
16,389910
17,567755
18,784960
19,199572
21,048409
22,278692
23,398993
22,889664
25,552084
25,510736
28,377300
26,626911
31,025511
32,437511
34,370987
35,903358
37,418262
39,612034
42,999542
39,415222
40,334824
42,313255
44,268543
46,759125
46,806007
49,147133
56,067997
